# name	planet_status	mass	mass_error_min	mass_error_max	mass_sini	mass_sini_error_min	mass_sini_error_max	radius	radius_error_min	radius_error_max	orbital_period	orbital_period_error_min	orbital_period_error_max	semi_major_axis	semi_major_axis_error_min	semi_major_axis_error_max	eccentricity	eccentricity_error_min	eccentricity_error_max	inclination	inclination_error_min	inclination_error_max	angular_distance	discovered	updated	omega	omega_error_min	omega_error_max	tperi	tperi_error_min	tperi_error_max	tconj	tconj_error_min	tconj_error_max	tzero_tr	tzero_tr_error_min	tzero_tr_error_max	tzero_tr_sec	tzero_tr_sec_error_min	tzero_tr_sec_error_max	lambda_angle	lambda_angle_error_min	lambda_angle_error_max	impact_parameter	impact_parameter_error_min	impact_parameter_error_max	tzero_vr	tzero_vr_error_min	tzero_vr_error_max	k	k_error_min	k_error_max	temp_calculated	temp_calculated_error_min	temp_calculated_error_max	temp_measured	hot_point_lon	geometric_albedo	geometric_albedo_error_min	geometric_albedo_error_max	log_g	publication	detection_type	mass_detection_type	radius_detection_type	alternate_names	molecules	star_name	ra	dec	mag_v	mag_i	mag_j	mag_h	mag_k	star_distance	star_distance_error_min	star_distance_error_max	star_metallicity	star_metallicity_error_min	star_metallicity_error_max	star_mass	star_mass_error_min	star_mass_error_max	star_radius	star_radius_error_min	star_radius_error_max	star_sp_type	star_age	star_age_error_min	star_age_error_max	star_teff	star_teff_error_min	star_teff_error_max	star_detected_disc	star_magnetic_field	star_alternate_names
HIP 67537 b	Confirmed				11.1	0.6	0.6				2592.5	116.1	116.1	4.96	0.24	0.24	0.59	0.04	0.04					2016	2017-03-13	120.7	5.3	5.3	2456293.3	29.9	29.9																			113.2	4.0	4.0										Published in a refereed paper	Radial Velocity	Radial Velocity				HIP 67537	207.579166673	-39.900833352	6.44					112.6	5.8	5.8	0.15	0.08	0.08	2.41	0.16	0.16	8.69	0.88	0.88	K1III				4985.0	100.0	100.0			HD 120457
HIP 67851 b	Confirmed				1.38	0.15	0.15		0.04	0.04	88.9	0.1	0.1	0.46	0.02	0.02	0.05	0.04	0.04					2014	2015-05-26	138.1	60.0	60.0	2452997.8	16.7	16.7																			45.45	1.6	1.6										Published in a refereed paper	Radial Velocity	Radial Velocity				HIP 67851	208.466666684	-35.314444462	6.17					65.96	1.7	1.7	0.0	0.1	0.1	1.63	0.22	0.22	5.52	0.44	0.44	KOIII				4890.0	100.0	100.0			
HIP 67851 c	Confirmed				5.98	0.76	0.76				2131.8	88.3	88.3	3.82	0.23	0.23	0.17	0.06	0.06					2015	2015-05-29	166.5	20.5	20.5	2452684.1	235.7	235.7																			69.0	3.3	3.3										Published in a refereed paper	Radial Velocity	Radial Velocity				HIP 67851	208.466666684	-35.314444462	6.17					65.96	1.7	1.7	0.0	0.1	0.1	1.63	0.22	0.22	5.52	0.44	0.44	KOIII				4890.0	100.0	100.0			
HIP 68468 b	Confirmed				0.011						1.8372			0.029743			0.41							2016	2016-11-02																																					Published in a refereed paper	Radial Velocity	Radial Velocity				HIP 68468	210.266666668	-32.756944465						87.8	9.0	9.0	0.065	0.007	0.007	1.05	0.01	0.01				G3V	5.9	0.4	0.4	5857.0	8.0	8.0			
HIP 68468 c	Confirmed				0.094						194.0			0.665			0.04							2016	2016-11-02																																					Published in a refereed paper	Radial Velocity	Radial Velocity				HIP 68468	210.266666668	-32.756944465						87.8	9.0	9.0	0.065	0.007	0.007	1.05	0.01	0.01				G3V	5.9	0.4	0.4	5857.0	8.0	8.0			
HIP 70849 b	Confirmed				9.0	6.0	6.0				10000.0	8000.0	8000.0	10.0	5.5	5.5	0.6	0.13	0.13				0.416667	2009	2011-07-04																																					Published in a refereed paper	Radial Velocity					HIP 70849	217.3291667	-46.4638889	10.36					24.0	1.2	1.2				0.63	0.03	0.03				K7V	3.0	2.0	2.0	4105.0	130.0	130.0			
HIP 71135 b	Confirmed				0.0592	0.0129	0.0129				87.19	0.38	0.38	0.335	0.007	0.007	0.21	0.13	0.13					2019	2019-04-19	115.6	71.7	71.7																						3.71	0.79	0.79										Published in a refereed paper	Radial Velocity	Radial Velocity				HIP 71135	218.22	-52.65						32.36	0.05	0.05				0.66	0.04	0.04				M1				4146.0	110.0	107.0			
HIP 74890 b	Confirmed				2.4	0.3	0.3				822.3	16.8	16.8	2.1	0.09	0.09	0.07	0.07	0.07					2016	2016-03-17	181.9	93.9	93.9	2459820.4	380.0	380.0																			36.5	2.7	2.7										Published in a refereed paper	Radial Velocity	Radial Velocity				HIP 74890	229.570833339	-41.420555567	7.05					91.6	5.3	5.3	0.2	0.13	0.13	1.74	0.21	0.21	5.77	0.53	0.53	K1III				4850.0	100.0	100.0			
HIP 75092 b	Confirmed				1.79	0.16	0.16				926.4	12.8	12.8	2.02	0.02	0.02	0.42	0.1	0.1					2021	2021-03-29	262.4	16.7	16.7	2454230.5	49.0	49.0																			34.8	3.9	3.9										Published in a refereed paper	Radial Velocity	Radial Velocity				HIP 75092	230.170833347	-25.990277803	7.1					81.86	0.4	0.4	-0.01	0.05	0.05	1.28	0.1	0.1	4.53	0.05	0.05	K0III				48.91	50.0	50.0			
HIP 75458 b	Confirmed	9.39	1.29	11.91	8.82	0.72	0.72				510.72	0.07	0.07	1.275	0.074	0.074	0.713	0.008	0.008	69.9	43.3	43.3	0.040476	2002	2016-01-26	92.5	0.7	0.7	2452015.36	0.16	0.16																															Published in a refereed paper	Radial Velocity					HIP 75458	231.2291667	58.9658333	3.31					31.5			0.15	0.2	0.2	1.4	0.2	0.2	12.8	0.17	0.17	K2 III				4445.0	45.0	45.0			
HIP 77257 b	Confirmed				0.0428	0.0047	0.0047				15.5083	0.0018	0.0018	0.1238	0.002	0.002	0.16	0.11	0.11					2021	2021-05-31	19.0	42.0	31.0				2456704.33	0.49	0.55																												Published in a refereed paper	Radial Velocity	Radial Velocity		HD 141004 b		HIP 77257	236.612500009	7.353055565																		G0									
HIP 79431 b	Confirmed				2.1						111.7	0.7	0.7	0.36			0.29						0.025	2010	2010-01-10	287.4	3.2	3.2	2454980.3	1.2	1.2																															Published in a refereed paper	Radial Velocity					HIP 79431	243.175	-18.8755556	11.34					14.4	0.7	0.7	0.4	0.1	0.1	0.49	0.05	0.05				M3V				3191.0	100.0	100.0			
HIP 8541 b	Confirmed				5.59	1.0	1.0				1560.0	54.0	54.0	2.8	0.25	0.25	0.16	0.06	0.06					2016	2016-03-17	294.0	15.2	15.2	2459346.9	93.4	93.4																			87.4	6.4	6.4										Published in a refereed paper	Radial Velocity	Radial Velocity				HIP 8541	27.525000002	-54.465000021	7.9					169.0	17.0	17.0	-0.15	0.08	0.08	1.17	0.3	0.3	7.83	1.0	1.0	K2III				4670.0	100.0	100.0			
HIP 89474 b	Confirmed				0.0299	0.0038	0.0038				15.1479	0.0037	0.0037	0.1192	0.0018	0.0018	0.121	0.082	0.11					2021	2021-05-31	13.0	63.0	46.0				2455201.56	0.77	0.82																												Published in a refereed paper	Radial Velocity	Radial Velocity		HD 168009 b		HIP 89474	273.883333344	45.209444456																		G1V									HD 168009
HIP 90988 b	Confirmed				1.96	0.09	0.09				453.9	2.0	2.0	1.26	0.01	0.01	0.08	0.05	0.05					2020	2021-03-30	161.6	23.9	23.9	2455309.2	30.2	30.2																			43.6	2.1	2.1										Published in a refereed paper	Radial Velocity	Radial Velocity				HIP 90988	278.387500011	-50.21166668	7.8					94.29	0.5	0.5	0.17	0.06	0.06	1.3	0.08	0.08	3.94	0.04	0.04	K1III				4884.0	58.0	58.0			
HIP 91258 b	Confirmed				1.068	0.038	0.038				5.0505	0.0015	0.0015	0.057	0.0009	0.0009	0.024	0.014	0.014					2013	2014-08-25	276.0	64.0	64.0	2456164.275	0.028	0.028				2456165.565	0.023	0.023																									Published in a refereed paper	Radial Velocity					HIP 91258	279.220833351	61.702500016	8.65					44.9	1.3	1.3	0.23	0.05	0.05	0.95	0.03	0.03				G5V	2.4	2.4	2.4	5519.0	70.0	70.0			
HIP 97233 b	Confirmed				20.0	0.4	0.4				1058.8	6.7	6.7	2.55	0.05	0.05	0.61	0.03	0.03					2014	2014-10-09	249.3	2.4	2.4	2455856.3	10.0	10.0																			320.1	18.4	18.4										Published in a refereed paper	Radial Velocity					HIP 97233	296.420833347	-0.696666691	7.34					106.5	7.9	7.9	0.29	0.13	0.13	1.93	0.11	0.11	5.34	0.55	0.55	K0				5020.0	100.0	100.0			
HR 5183 b	Confirmed				3.23	0.14	0.14				27400.0	11000.0	11000.0	18.0	4.0	6.0	0.84	0.04	0.04					2019	2019-08-28	340.0	30.0	30.0	2458121.0	12.0	12.0																			38.25	0.6	0.6	110.0	60.0	60.0							Published in a refereed paper	Radial Velocity	Radial Velocity		HD 120066 b		HR 5183	206.737500019	6.349722242	6.3					31.49	0.04	0.04	0.1	0.06	0.06	1.07	0.04	0.04	1.53	0.06	0.06	GOV	7.7	1.2	1.4	5794.0	100.0	100.0			HD 120066
HR 810 b	Confirmed				2.26	0.18	0.18				320.1	2.1	2.1	0.925	0.104	0.104	0.161	0.069	0.069				0.053873	1999	2010-12-28	83.0	11.0	11.0	2450307.0	3.0	3.0																															Published in a refereed paper	Radial Velocity					HR 810	40.6291667	-50.8033333	5.4					17.17	0.07	0.07	0.25			1.11	0.07	0.07	1.85	0.85	0.85	G0V pecul.	3.6	3.1	3.1	5997.0					
IC 4651 9122 b	Confirmed				6.3	0.5	0.5				734.0	8.1	8.1	2.038	0.039	0.039	0.18	0.09	0.09					2018	2018-07-21	118.5	60.7	60.7	2454605.6	175.0	175.0																			89.5	6.8	6.8										Published in a refereed paper	Radial Velocity	Radial Velocity				IC 4651 9122	261.204166683	-49.933333352									0.12			2.0															
K2-111 c	Confirmed				0.03555	0.00346	0.00346				15.6785	0.0063	0.0064	0.1166	0.0025	0.0025	0.07	0.05	0.07					2020	2021-02-05	-79.6	150.1	96.3																						3.27	0.32	0.31										Published in a refereed paper	Radial Velocity	Radial Velocity		EPIC 210894022 c, 2MASS J03593351+2117552 c, TIC 14227229 c, WISE J035933.62+211754.8 c		K2-111	59.889755	21.298685	11.1		9.768	9.477	9.4	201.7	2.7	2.7	-0.46	0.05	0.05	0.84	0.02	0.02	1.25	0.02	0.02	G2	12.3	-0.7	0.7	5775.0	60.0	60.0			2MASS 03593351 + 211755, Cl* Melotte 25 PELS 9, K2-111, 2MASS J03593351+2117552, EPIC 210894022, TIC 14227229, WISE J035933.62+211754.8
K2-18 c	Confirmed				0.02363	0.00418	0.00418				8.962	0.008	0.008	0.06	0.003	0.003	0.47							2017	2021-02-05							2457264.55	0.46	0.46																4.63	0.72	0.72	363.0	14.0	14.0							Published in a refereed paper	Radial Velocity	Radial Velocity		2MASS J11301450+0735180 c, EPIC 201912552 c, WISE J113014.45+073516.8 c		K2-18	172.560455	7.588391	13.5		9.763	9.135		38.07	0.08	0.08	0.12	0.16	0.16	0.36	0.05	0.05	0.41	0.04	0.04	M2.5 V				3457.0	39.0	39.0			EPIC 201912552, 2MASS J11301450+0735180, WISE J113014.45+073516.8
KELT-4 A b	Confirmed	0.884	0.068	0.072	0.878	0.067	0.07	1.706	0.076	0.085	2.9895933	4.9e-06	4.9e-06	0.04321	0.00077	0.00085	0.03	0.021	0.016	83.11	0.57	0.48		2013	2017-06-11	300.0	130.0	110.0	2456190.30201	0.00022	0.00022							2456188.815	0.032	0.047	30.0	74.0	95.0	0.689	0.0012	0.0012				108.6	7.4	7.4	1827.0									Published in a refereed paper	Radial Velocity	Radial Velocity	Primary Transit	BD+26 2091A b		KELT-4 A	157.062545838	25.573194461						211.0	13.0	13.0	-0.116	0.071	0.067	1.204	0.063	0.072	1.61	0.068	0.078	F	4.38	0.88	0.81	6207.0	76.0	76.0			BD+26 2091A
KELT-6 c	Confirmed				3.71	0.21	0.21				1276.0	67.0	81.0	2.39	0.11	0.11	0.21	0.04	0.04					2015	2015-08-27	268.7	8.8	8.8																						65.7	2.5	2.5										Published in a refereed paper	Radial Velocity	Radial Velocity				KELT-6	195.9833	30.64	10.38								-0.27	0.06	0.06	1.126	0.058	0.058	1.529	0.137	0.143	F	4.9	0.46	0.66	6272.0	61.0	61.0			
Kepler-154 g	Confirmed							0.9145	0.0321	0.0321	1250.0	240.0	490.0				0.15	0.11	0.22					2019	2019-12-03																																					Published in a refereed paper	Radial Velocity					Kepler-154	289.780522	49.89653			13.389	13.089	12.986	939.89	17.4	17.4	-0.391			0.89			1.0	0.19	0.19					5690.0	108.0	108.0			2MASS J19190732+4953475, KIC 11709124, KOI-435, WISE J191907.34+495347.9
Kepler-19 d	Confirmed	0.07079	0.01762	0.00378	0.0708	0.018	0.0038				62.95	0.3	0.04				0.05	0.01	0.16					2017	2021-02-05	55.2	57.0	77.0																																		Published in a refereed paper	Radial Velocity	Radial Velocity		2MASS J19214099+3751064 d, GSC 03134-01549 d, KIC 2571238 d, KOI-84 d, TYC 3134-01549-1 d, WISE J192141.02+375106.1 d		Kepler-19	290.420839	37.851786	12.0		10.719	10.375		219.95	0.98	0.98	-0.08	0.02	0.02	0.94	0.04	0.04	0.86	0.02	0.02		1.9	1.7	1.7	5544.0	20.0	20.0			2MASS J19214099+3751064, GSC 03134-01549, KIC 2571238, KOI-84, TYC 3134-01549-1, WISE J192141.02+375106.1
Kepler-20 g	Confirmed				0.0628	0.0114	0.00969				34.94	0.035	0.038	0.2055	0.0021	0.0022	0.15	0.1	0.01					2016	2021-02-05										2454967.50027	0.00068	0.00058													4.1	0.72	0.61	524.0	12.0	12.0							Published in a refereed paper	Radial Velocity	Theoretical		2MASS J19104752+4220194 g, KIC 6850504 g, KOI-70 g, Kepler-20 A g, WISE J191047.52+422019.0 g		Kepler-20	287.698004	42.338726	12.5		11.252	10.91		284.88	1.78	1.78	0.07	0.08	0.08	0.95	0.05	0.05	0.96	0.02	0.02	G8	7.6	-3.7	3.7	5495.0	50.0	50.0			2MASS J19104752+4220194, KIC 6850504, KOI-70, Kepler-20 A, WISE J191047.52+422019.0
Kepler-25 d	Confirmed	0.226	0.031	0.031	0.226	0.031	0.031				122.4	0.71	0.8				0.13	0.09	0.13					2014	2021-02-05							2455715.0	7.2	6.8																9.67	1.5	1.5										Published in a refereed paper	Radial Velocity			2MASS J19063321+3929164 d, GSC 03124-01264 d, K00244.10, KIC 4349452 d, KOI-244 d, KOI-244.10, Kepler-25 A d, TYC 3124-01264-1 d, WISE J190633.20+392916.5  d		Kepler-25	286.638393	39.487894	11.0		9.764	9.532		244.96	1.41	1.41	-0.04	0.1	0.1	1.19	0.06	0.06	1.31	0.02	0.02		11.0			6270.0	79.0	79.0			2MASS J19063321+3929164, GSC 03124-01264, KIC 4349452, KOI-244, Kepler-25 A, TYC 3124-01264-1, WISE J190633.20+392916.5
Kepler-407 c	Confirmed	12.6	6.3	6.3							3000.0	500.0	500.0											2014	2021-02-05																									164.0	20.0	20.0										Published in a refereed paper	Radial Velocity	Radial Velocity		2MASS J19040872+4936522 c, K01442.10, KIC 11600889 c, KOI-1442 c, KOI-1442.10, WISE J190408.71+493652.2  c		Kepler-407	286.036347	49.614506			11.332	10.983	10.91	341.69	2.54	2.54	0.33	0.07	0.07	1.0	0.06	0.06	1.01	0.07	0.07		7.47			5476.0	75.0	75.0			2MASS J19040872+4936522, KOI-1442, KIC 11600889, WISE J190408.71+493652.2
Kepler-424 c	Confirmed				6.97	0.62	0.62				223.3	2.1	2.1	0.73	0.07	0.08								2014	2021-02-05				2455403.4	2.0	2.1	2455403.4	2.0	2.1																246.0	17.0	17.0										Published in a refereed paper	Radial Velocity	Radial Velocity		2MASS J19542997+4834388 c, KIC 11046458 c, KOI-214 c, WISE J195429.98+483439.0 c		Kepler-424	298.62489	48.577454	14.497		12.905	12.6		712.87	10.31	10.31	0.44	0.14	0.14	1.01	0.054	0.054	0.94	0.056	0.056					5460.0	81.0	81.0			2MASS J19542997+4834388, KIC 11046458, KOI-214, WISE J195429.98+483439.0
Kepler-432 c	Confirmed				2.43	0.24	0.22				406.2	2.5	3.9	1.188	0.06	0.04	0.498	0.059	0.029					2015	2021-02-05	60.8	11.2	7.0	2456134.9	3.0	2.0																			62.1	5.8	6.1										Published in a refereed paper	Radial Velocity	Radial Velocity		KOI-1299 c, 2MASS J19330772+4817092 c, KIC 10864656 c, WISE J193307.73+481709.3 c		Kepler-432	293.282206	48.2859	13.0		10.684	10.221		870.0	20.0	20.0	-0.07	0.1	0.1	1.32	0.07	0.1	4.06	0.08	0.12	K2III	4.2	-1.0	0.8	4995.0	78.0	78.0			2MASS J19330772+4817092, KIC 10864656, KOI-1299, WISE J193307.73+481709.3
Kepler-454 c	Confirmed				4.46	0.12	0.12				523.9	0.7	0.7	1.286	0.0166	0.0166	0.0214	0.0077	0.0077					2015	2021-02-05	337.4	17.4	17.4	2454892.0	26.0	26.0																			110.44	0.96	0.96										Published in a refereed paper	Radial Velocity	Radial Velocity		2MASS J19095484+3813438 c, KIC 3102384 c, KOI-273 c, Kepler-454 A c, WISE J190954.86+381344.5 c		Kepler-454	287.478529	38.228866	11.57		10.357	10.021		232.41	1.32	1.32	0.27	0.08	0.08	0.85	0.22	0.22	1.05	0.07	0.07		5.25	1.4	1.4	5701.0	34.0	34.0			2MASS J19095484+3813438, KIC 3102384, KOI-273, Kepler-454 A, WISE J190954.86+381344.5
Kepler-48 e	Confirmed	2.067	0.079	0.079	2.067	0.079	0.079				982.0	8.0	8.0											2014	2021-02-05																									45.83	0.8	0.8										Published in a refereed paper	Radial Velocity			2MASS J19563341+4056564 e, K00148.10, KIC 5735762 e, KOI-148 e, KOI-148.10, WISE J195633.41+405656.1  e		Kepler-48	299.139212	40.94902	13.04	12.761	11.702	11.292	11.221	309.47	1.83	1.83	0.17	0.07	0.07	0.88	0.06	0.06	0.89	0.05	0.05		3.14			5194.0	73.0	73.0			KIC 573576, KOI-148, 2MASS J19563341+4056564, KIC 5735762, WISE J195633.41+405656.1
Kepler-56 d	Confirmed				5.61	0.38	0.38				1002.0	5.0	5.0	2.16	0.08	0.08	0.2	0.01	0.01					2016	2021-02-05	-15.0	5.7	5.7							2456450.0	7.0	7.0													95.21	1.84	1.84										Published in a refereed paper	Radial Velocity			2MASS J19350200+4152187 d, KIC 6448890 d, KOI-1241 d, WISE J193501.99+415218.5 d		Kepler-56	293.758347	41.871869	13.0		10.813	10.33		936.96	24.59	24.59	0.2	0.16	0.16	1.32	0.13	0.13	4.23	0.15	0.15		3.5	1.3	1.3	4840.0	97.0	97.0			2MASS J19350200+4152187, KIC 6448890, KOI-1241, WISE J193501.99+415218.5
Kepler-65 e	Confirmed	0.82	0.16	0.63	0.653	0.055	0.056				258.8	1.3	1.5				0.283	0.071	0.064	127.0	25.0	27.0		2019	2021-02-05	350.0	110.0	130.0				2455945.4	8.2	6.8																												Published in a refereed paper	Radial Velocity	Radial Velocity		2MASS J19144528+4109042 e, KIC 5866724 e, KOI-85 e, TYC 3125-976-1 e, WISE J191445.29+410904.0 e		Kepler-65	288.6887	41.151173	11.018	10.882	10.066	9.852	9.806	306.39	2.71	2.71	0.17	0.06	0.06	1.25	0.06	0.06	1.41	0.03	0.03	B	2.9	-0.7	0.7	6211.0	66.0	66.0			KOI 85, KIC 5866724, 2MASS J19144528+4109042, KOI-85, TYC 3125-976-1, WISE J191445.29+410904.0
Kepler-68 d	Confirmed				0.77	0.03	0.03				634.6	3.7	4.1	1.4	0.03	0.03	0.112	0.034	0.035					2013	2021-02-05	-64.74	25.78	20.63				2455878.0	11.0	11.0																17.75	0.49	0.5										Published in a refereed paper	Radial Velocity			2MASS J19240775+4902249 d, K00246.20, KIC 11295426 d, KOI-246 d, KOI-246.20, Kepler-68 A d, TYC 3551-189-1 d, WISE J192407.75+490224.8  d		Kepler-68	291.032305	49.040272			8.975	8.662		144.77	0.44	0.44	0.12	0.074	0.074	1.08	0.05	0.05	1.24	0.02	0.02		6.3	1.7	1.7	5793.0	74.0	74.0			2MASS J19240775+4902249, KIC 11295426, KOI-246, Kepler-68 A, TYC 3551-189-1, WISE J192407.75+490224.8
Kepler-88 d	Confirmed	3.05	0.16	0.16	3.05	0.16	0.16				1403.0	14.0	14.0	2.464	0.035	0.035	0.41	0.03	0.03	89.0				2020	2021-02-05	2.5			2456235.0	19.0	19.0																			63.5	3.5	3.5										Submitted to a professional journal	Radial Velocity	Radial Velocity		2MASS J19243554+4040098 d, KIC 5446285 d, KOI-142 d, TIC 122712595 d, WISE J192435.54+404009.8 d		KOI-142	291.148088	40.669407	13.5		11.882	11.517	11.454	339.0	23.0	25.0	0.27	0.06	0.06	0.99	0.02	0.02	0.9	0.02	0.02	G6 V	2.45	0.77	1.2	5466.0	60.0	60.0			KOI-142, 2MASS J19243554+4040098, KIC 5446285, Kepler-88, TIC 122712595, WISE J192435.54+404009.8
Kepler-93 c	Confirmed	3.0									1460.0			16.6	11.1	11.1								2014	2021-02-05																									60.0												Published in a refereed paper	Radial Velocity			2MASS J19254039+3840204 c, K00069.10, KIC 3544595 c, KOI-69 c, KOI-69.10, WISE J192540.36+384020.4  c		Kepler-93	291.418281	38.672354			8.771	8.446		96.18	0.22	0.22	-0.18	0.1	0.1	1.09	0.14	0.14	0.98	0.04	0.04		6.6	0.9	0.9	5669.0	75.0	75.0			2MASS J19254039+3840204, KIC 3544595, KOI-69, WISE J192540.36+384020.4
Kepler-94 c	Confirmed	9.836	0.629	0.629	9.836	0.629	0.629				820.3	3.0	3.0											2014	2021-02-05																									262.7	13.9	13.9										Published in a refereed paper	Radial Velocity			2MASS J18444674+4729496 c, K00104.10, KIC 10318874 c, KOI-104 c, KOI-104.10, WISE J184446.73+472950.0  c		Kepler-94	281.194747	47.497148	12.895	12.501	11.181	10.681	10.594	192.97	0.82	0.82	0.34	0.07	0.07	0.81	0.06	0.06	0.76	0.03	0.03	M0 V	1.41			4781.0	98.0	98.0			KOI-104, KIC 10318874, 2MASS J18444674+4729496, WISE J184446.73+472950.0
Kepler-97 c	Confirmed	1.08									789.0													2014	2021-02-05																									25.0												Published in a refereed paper	Radial Velocity			2MASS J19091838+4840243 c, K00292.10, KIC 11075737 c, KOI-292 c, KOI-292.10, WISE J190918.37+484024.1  c		Kepler-97	287.326624	48.673431			11.744	11.408	11.3	405.58	3.58	3.58	-0.2	0.07	0.07	0.94	0.06	0.06	0.98	0.09	0.09	G0V	8.42			5779.0	74.0	74.0			KOI-292, 2MASS J19091838+4840243, KIC 11075737, WISE J190918.37+484024.1
LSPM J2116+0234 b	Confirmed				0.042	0.003	0.003				14.446	0.008	0.008	0.0876	0.002	0.002								2019	2019-05-23				2457572.9	1.0	1.0																			6.24	0.4	0.4										Published in a refereed paper	Radial Velocity	Radial Velocity				LSPM J2116+0234	319.112500009	2.580833356	11.0					17.64	0.02	0.02	-0.05	0.16	0.16	0.43	0.031	0.031	0.431	0.015	0.015	M3.0V				3475.0	51.0	51.0			
Lalande 21185 b	Confirmed				0.00846	0.00079	0.00079				12.946	0.0065	0.0065	0.0789	0.00077	0.00068	0.12	0.09	0.12					2017	2020-10-02	140.7	54.0	27.0	2458622.23	0.048	0.048																			1.39	0.14	0.14	370.1	6.8	5.8							Published in a refereed paper	Radial Velocity	Radial Velocity		Gl 411 b, GJ 411 b, HD 95735		Lalande 21185	165.83333334	35.970000022						2.55	0.005	0.005				0.46			0.393			M1.5V				3828.0					Gl 411
Lalande 21185 c	Confirmed				0.057	0.0082	0.0091				3190.0	170.0	200.0	3.1	0.11	0.13	0.14	0.095	0.16					2021	2021-05-28	6.0	74.0	63.0				2457440.0	150.0	150.0																												Submitted to a professional journal	Radial Velocity	Radial Velocity		HD 95735 c, GJ 411 c		Lalande 21185	165.83333334	35.970000022						2.55	0.005	0.005				0.46			0.393			M1.5V				3828.0					Gl 411
MARVELS-10 b	Confirmed				14.8	2.2	2.2				217.3	1.1	1.1	0.71	0.02	0.02	0.53	0.15	0.15					2017	2019-02-15	0.1	27.3	27.3																			24505598.2	4.0	4.0	574.0	128.0	128.0										Published in a refereed paper	Radial Velocity					TYC 4955-369-1	190.660883395	-7.21593186782	10.2					210.24	1.99	1.99	-0.43	0.09	0.09	1.03	0.09	0.09	0.9	0.0	26.0					6190.0	143.0	143.0			2MASS J12423861-0712572, BD-06 3628
MARVELS-11 b	Confirmed				52.1	0.6	0.6				11.6121	0.0003	0.0003	0.1	0.003	0.003	0.0	0.002	0.002					2017	2019-02-15	66.2	44.4	44.4																			2455581.0	1.6	1.6	4551.0	12.0	12.0										Published in a refereed paper	Radial Velocity					HD 114623	197.874933099	15.721938697	9.9					128.69	0.589	0.589	-0.34	0.09	0.09	0.99	0.08	0.08	0.83	0.24	0.24					5980.0	140.0	140.0			TYC 1451-1054-1, 2MASS J13112997+1543190
MARVELS-12 b	Confirmed				32.8	1.1	1.1				252.5	0.1	0.1	0.85	0.03	0.03	0.6	0.01	0.01					2017	2019-02-15	326.8	2.7	2.7																			2454926.9			1093.0	35.0	35.0										Published in a refereed paper	Radial Velocity					TYC 3469-492-1	203.399822568	52.437051551	11.3					477.01	6.13	6.13	0.36	0.06	0.06	1.29	0.12	0.12	2.39	0.46	0.46					5285.0	82.0	82.0			2MASS J13333594+5226134
MARVELS-13 b	Confirmed				41.8	2.9	2.9				147.6	0.3	0.3	0.54	0.02	0.02	0.5	0.04	0.04					2017	2019-02-15	196.7	2.7	2.7																			2455007.4	0.9	0.9	1868.0	167.0	167.0										Published in a refereed paper	Radial Velocity					GSC 03467-00030	206.335643859	48.4446220121	12.2					212.63	3.67	3.67	-0.17	0.08	0.08	0.96	0.09	0.09	1.03	0.3	0.3					5525.0	71.0	71.0			2MASS J13452055+4826405
MARVELS-16 b	Confirmed				42.7	0.7	0.7				31.656	0.007	0.007	0.2	0.006	0.006	0.69	0.006	0.006					2017	2019-02-15	308.7	0.9	0.9																			2454945.2	0.1	0.1	3552.0	42.0	42.0										Published in a refereed paper	Radial Velocity					TYC 3130-160-1	280.783010377	43.1276163893	11.0					115.66	0.311	0.311	0.33	0.06	0.06	1.06	0.1	0.1	1.28	0.33	0.33					5315.0	44.0	44.0			2MASS J18430791+4307392
MARVELS-17 b	Confirmed				13.1	1.6	1.6				103.4	0.9	0.9	0.45	0.01	0.01	0.24	0.08	0.08					2017	2019-02-15	316.0	21.2	21.2																			2454994.9	6.2	6.2	537.0	64.0	64.0										Published in a refereed paper	Radial Velocity					TYC 3547-1007-1	292.192489281	48.0421205685	10.5					186.4	1.21	1.21	0.06	0.11	0.11	1.12	0.1	0.1	0.91	0.3	0.3	G1V				6090.0	190.0	190.0			2MASS J19284619+4802316
MARVELS-18 b	Confirmed				24.4	2.4	2.4				117.6	1.1	1.1	0.51	0.02	0.02	0.46	0.09	0.09					2017	2019-02-19	176.2	10.8	10.8																			2455025.1	3.1	3.1	968.0	83.0	83.0										Published in a refereed paper	Radial Velocity					TYC 3556-3602-1	294.666389153	46.5778266021	10.6					434.91	76.44	76.44	0.11	0.09	0.09	1.25	0.14	0.14	1.23	0.48	0.48					6295.0	200.0	200.0			2MASS J19383993+4634401
